,0,1,Batch,Pred_subtype,Original_subtype
TCGA-E2-A15R-01A-11D-A112-05,-9.998741,0.5886645,Source,Cluster 1,LumA
TCGA-E2-A15O-01A-11D-A112-05,-2.8705428,4.4707885,Source,Cluster 3,LumA
TCGA-A8-A097-01A-11D-A032-05,8.628273,2.7721934,Source,Cluster 5,LumA
TCGA-BH-A0EI-01A-11D-A112-05,-2.693105,4.432816,Source,Cluster 3,LumA
TCGA-BH-A18M-01A-11D-A12E-05,5.491238,4.663875,Source,Cluster 5,LumA
TCGA-BH-A0AY-01A-21D-A00Y-05,5.682632,4.301888,Source,Cluster 5,LumA
TCGA-E2-A15G-01A-11D-A12E-05,-1.5306239,5.3831706,Source,Cluster 3,LumA
TCGA-AN-A03X-01A-21D-A00Y-05,-9.212633,1.6398356,Source,Cluster 1,LumA
TCGA-A8-A06P-01A-11D-A00Y-05,7.328388,4.4011903,Source,Cluster 5,LumA
TCGA-C8-A12X-01A-11D-A112-05,-10.756681,0.024693219,Source,Cluster 1,LumA
TCGA-A2-A0ET-01A-31D-A032-05,-0.6364287,4.088851,Source,Cluster 3,LumA
TCGA-C8-A12Y-01A-11D-A12E-05,6.912168,4.5650887,Source,Cluster 5,LumA
TCGA-AN-A049-01A-21D-A00Y-05,-4.5509825,4.2711105,Source,Cluster 3,LumA
TCGA-BH-A0DZ-01A-11D-A00Y-05,-9.333578,2.47102,Source,Cluster 1,LumA
TCGA-BH-A0H5-01A-21D-A112-05,7.4493465,2.4912136,Source,Cluster 5,LumA
TCGA-B6-A0IG-01A-11D-A032-05,-8.7765665,2.2961524,Source,Cluster 1,LumA
TCGA-A2-A0EV-01A-11D-A032-05,7.3449326,3.2806253,Source,Cluster 5,LumA
TCGA-A7-A0DC-01A-11D-A00Y-05,7.16274,4.4726124,Source,Cluster 5,LumA
TCGA-E2-A15E-01A-11D-A12E-05,8.184171,2.7317286,Source,Cluster 5,LumA
TCGA-BH-A18I-01A-11D-A12E-05,7.3483987,4.426486,Source,Cluster 5,LumA
TCGA-B6-A0IO-01A-11D-A032-05,-1.4061536,4.9408917,Source,Cluster 3,LumA
TCGA-BH-A0BR-01A-21D-A112-05,-2.7097642,3.5350068,Source,Cluster 3,LumA
TCGA-A2-A0EO-01A-11D-A032-05,-3.243949,3.9092293,Source,Cluster 3,LumA
TCGA-BH-A0E9-01B-11D-A112-05,0.14264661,4.0072417,Source,Cluster 3,LumA
TCGA-A2-A0ER-01A-21D-A032-05,5.2354293,4.805902,Source,Cluster 5,LumA
TCGA-AN-A041-01A-11D-A032-05,6.4209785,3.9714873,Source,Cluster 5,LumA
TCGA-C8-A12O-01A-11D-A112-05,7.7564974,3.6042342,Source,Cluster 5,LumA
TCGA-B6-A0IE-01A-11D-A032-05,6.39239,4.315824,Source,Cluster 5,LumA
TCGA-A8-A08A-01A-11D-A00Y-05,7.6049104,4.058994,Source,Cluster 5,LumA
TCGA-AN-A0FK-01A-11D-A032-05,7.277927,4.552484,Source,Cluster 5,LumA
TCGA-AO-A0J5-01A-11D-A032-05,-9.355299,2.3404229,Source,Cluster 1,LumA
TCGA-E2-A15M-01A-11D-A12E-05,6.2923374,4.299837,Source,Cluster 5,LumA
TCGA-A8-A08Z-01A-21D-A00Y-05,7.425927,3.551524,Source,Cluster 5,LumA
TCGA-D8-A141-01A-11D-A112-05,5.3869405,3.5760438,Source,Cluster 5,LumA
TCGA-E2-A15C-01A-31D-A12E-05,5.49938,4.8132453,Source,Cluster 5,LumA
TCGA-BH-A0BP-01A-11D-A112-05,-3.543002,4.049353,Source,Cluster 3,LumA
TCGA-BH-A0EA-01A-11D-A112-05,5.2821336,4.124955,Source,Cluster 5,LumA
TCGA-A8-A07B-01A-11D-A00Y-05,-3.3471892,3.8527317,Source,Cluster 3,LumA
TCGA-BH-A0DE-01A-11D-A112-05,0.34481215,3.9174135,Source,Cluster 3,LumA
TCGA-A2-A0CU-01A-12D-A032-05,-1.5490636,5.40601,Source,Cluster 3,LumA
TCGA-BH-A18N-01A-11D-A12E-05,5.661991,3.9650376,Source,Cluster 5,LumA
TCGA-B6-A0I5-01A-11D-A032-05,-3.9248905,4.069653,Source,Cluster 3,LumA
TCGA-A8-A07E-01A-11D-A032-05,-0.2607361,4.147977,Source,Cluster 3,LumA
TCGA-A8-A06U-01A-11D-A00Y-05,-3.2542722,4.173445,Source,Cluster 3,LumA
TCGA-E2-A15P-01A-11D-A112-05,6.497642,4.608207,Source,Cluster 5,LumA
TCGA-E2-A10A-01A-21D-A112-05,-3.498948,5.081145,Source,Cluster 3,LumA
TCGA-A8-A07F-01A-11D-A00Y-05,-2.6524026,3.6762404,Source,Cluster 3,LumA
TCGA-A2-A1FX-01A-11D-A13K-05,-1.1602719,4.6943173,Source,Cluster 3,LumB
TCGA-E9-A249-01A-11D-A16A-05,-2.6037316,4.527997,Source,Cluster 3,LumB
TCGA-D8-A1J8-01A-11D-A13K-05,-9.817564,0.9567715,Source,Cluster 1,LumB
TCGA-AR-A0TV-01A-21D-A10P-05,-1.356964,5.207429,Source,Cluster 3,LumB
TCGA-BH-A0C3-01A-21D-A12R-05,5.216521,-1.047619,Source,Cluster 2,LumB
TCGA-A1-A0SI-01A-11D-A145-05,7.4834156,2.4936483,Source,Cluster 5,LumB
TCGA-BH-A1FM-01A-11D-A13K-05,5.8437076,3.1514466,Source,Cluster 5,LumB
TCGA-C8-A274-01A-11D-A16G-05,-10.842733,-0.05534996,Source,Cluster 1,LumB
TCGA-BH-A0W3-01A-11D-A10A-05,-2.192608,5.16671,Source,Cluster 3,LumB
TCGA-E9-A1RE-01A-11D-A161-05,-9.116912,1.355788,Source,Cluster 1,LumB
TCGA-D8-A1X6-01A-11D-A14N-05,6.4676876,3.2863226,Source,Cluster 5,LumB
TCGA-C8-A8HQ-01A-11D-A36K-05,-4.3403444,3.9193757,Source,Cluster 3,LumB
TCGA-B6-A0WW-01A-11D-A10A-05,-8.823616,2.1864824,Source,Cluster 1,LumB
TCGA-C8-A1HL-01A-11D-A138-05,5.5988092,4.0059376,Source,Cluster 5,LumB
TCGA-BH-A1F8-01A-11D-A13K-05,-3.4203618,4.619051,Source,Cluster 3,LumB
TCGA-D8-A1XZ-01A-11D-A14N-05,7.2899537,3.076516,Source,Cluster 5,LumB
TCGA-EW-A1PC-01B-11D-A21R-05,-3.1597722,4.2386737,Source,Cluster 3,LumB
TCGA-D8-A1XR-01A-11D-A14N-05,7.955525,3.1537645,Source,Cluster 5,LumB
TCGA-EW-A1OX-01A-11D-A145-05,-10.037792,0.775933,Source,Cluster 1,LumB
TCGA-D8-A1XL-01A-11D-A14N-05,7.9397697,2.4824474,Source,Cluster 5,LumB
TCGA-A2-A0SV-01A-11D-A10P-05,-1.1844027,4.3693295,Source,Cluster 3,LumB
TCGA-AR-A24R-01A-11D-A16A-05,-8.9888735,1.363686,Source,Cluster 1,LumB
TCGA-E9-A22H-01A-11D-A161-05,-2.3410528,4.8119473,Source,Cluster 3,LumB
TCGA-B6-A0WV-01A-11D-A10A-05,-4.3312125,4.822782,Source,Cluster 3,LumB
TCGA-E9-A2JS-01A-11D-A17Z-05,-9.878947,1.0781666,Source,Cluster 1,LumB
TCGA-BH-A0BF-01A-21D-A12R-05,0.87370515,3.642219,Source,Cluster 3,LumB
TCGA-AO-A1KP-01A-11D-A13K-05,-8.934981,1.107331,Source,Cluster 1,LumB
TCGA-D8-A27R-01A-11D-A16G-05,1.624391,3.3881423,Source,Cluster 3,LumB
TCGA-GM-A2DO-01A-11D-A18O-05,1.6646057,3.2914848,Source,Cluster 3,LumB
TCGA-BH-A0BZ-01A-31D-A12R-05,-9.217197,2.2975123,Source,Cluster 1,LumB
TCGA-B6-A0X5-01A-21D-A10A-05,8.331236,2.923923,Source,Cluster 5,LumB
TCGA-AR-A0TQ-01A-11D-A10P-05,-9.252001,2.6831098,Source,Cluster 1,LumB
TCGA-AR-A24H-01A-11D-A16A-05,-1.5397549,5.3953266,Source,Cluster 3,LumB
TCGA-E9-A22D-01A-11D-A161-05,-10.68386,0.086215675,Source,Cluster 1,LumB
TCGA-D8-A27N-01A-11D-A16G-05,-2.1460536,3.3555002,Source,Cluster 3,LumB
TCGA-C8-A26W-01A-11D-A16G-05,8.601014,2.7825882,Source,Cluster 5,LumB
TCGA-AO-A1KT-01A-11D-A13K-05,6.3429885,2.492981,Source,Cluster 5,LumB
TCGA-C8-A3M8-01A-11D-A212-05,-9.541777,1.2962252,Source,Cluster 1,LumB
TCGA-E9-A1RG-01A-11D-A14H-05,7.9893336,3.2934463,Source,Cluster 5,LumB
TCGA-EW-A1IY-01A-11D-A13K-05,-2.6067867,3.8279188,Source,Cluster 3,LumB
TCGA-AR-A24N-01A-11D-A16A-05,-9.946568,0.7121473,Source,Cluster 1,LumB
TCGA-D8-A1Y1-01A-21D-A14N-05,5.9042554,3.3771574,Source,Cluster 5,LumB
TCGA-A2-A04R-01A-41D-A10A-05,-3.4176214,4.642301,Source,Cluster 3,LumB
TCGA-A2-A25E-01A-11D-A16A-05,0.71717066,4.3820386,Source,Cluster 3,LumB
TCGA-A2-A0YT-01A-11D-A10A-05,1.133784,4.767229,Source,Cluster 3,LumB
TCGA-A2-A0YG-01A-21D-A10A-05,-9.849336,1.2397647,Source,Cluster 1,LumB
TCGA-EW-A1OY-01A-11D-A145-05,6.997978,2.8822188,Source,Cluster 5,LumB
TCGA-AR-A24Z-01A-11D-A16A-05,-2.1764634,5.1183085,Source,Cluster 3,LumB
TCGA-D8-A1JJ-01A-31D-A14N-05,0.91237414,4.347903,Source,Cluster 3,LumB
TCGA-E9-A228-01A-31D-A161-05,-11.090337,-0.27609733,Source,Cluster 1,LumB
TCGA-E2-A1L7-01A-11D-A145-05,-9.474439,1.7075088,Source,Cluster 1,LumB
TCGA-5T-A9QA-01A-11D-A41Q-05,-11.193058,-0.37322897,Source,Cluster 1,LumB
TCGA-B6-A1KN-01A-11D-A13K-05,-2.6947591,3.258177,Source,Cluster 3,LumB
TCGA-3C-AALJ-01A-31D-A41Q-05,-9.814564,1.1515304,Source,Cluster 1,LumB
TCGA-E9-A54Y-01A-11D-A268-05,-2.5396626,3.8074021,Source,Cluster 3,LumB
TCGA-D8-A1JT-01A-31D-A13K-05,5.0472894,4.4334593,Source,Cluster 5,LumB
TCGA-D8-A1JE-01A-11D-A13K-05,6.42308,3.1469524,Source,Cluster 5,LumB
TCGA-A2-A0SW-01A-11D-A10P-05,6.173977,3.5892003,Source,Cluster 5,LumB
TCGA-D8-A27W-01A-11D-A16G-05,-2.9483824,3.44495,Source,Cluster 3,LumB
TCGA-Z7-A8R6-01A-11D-A41Q-05,5.7739778,3.7905815,Source,Cluster 5,LumB
TCGA-LL-A5YM-01A-11D-A28C-05,-10.398391,0.32789817,Source,Cluster 1,LumB
TCGA-AO-A0JM-01A-21D-A10P-05,-8.619059,2.5173957,Source,Cluster 1,LumB
TCGA-D8-A1JI-01A-11D-A13K-05,-1.8910545,4.6184826,Source,Cluster 3,LumB
TCGA-A7-A6VX-01A-12D-A33F-05,1.0704826,4.497487,Source,Cluster 3,LumB
TCGA-AC-A2BM-01A-11D-A21R-05,-4.4238615,4.498564,Source,Cluster 3,LumB
TCGA-AQ-A04H-01B-11D-A10N-05,-8.836653,1.1591139,Source,Cluster 1,LumB
TCGA-A2-A0YH-01A-11D-A10A-05,8.380283,3.0335531,Source,Cluster 5,LumB
TCGA-E9-A22A-01A-11D-A161-05,-9.909973,1.0438417,Source,Cluster 1,LumB
TCGA-S3-A6ZF-01A-32D-A32T-05,-2.8711495,4.4808874,Source,Cluster 3,LumB
TCGA-AR-A250-01A-31D-A16A-05,-8.675654,2.5705376,Source,Cluster 1,LumB
TCGA-AO-A03N-01B-11D-A10N-05,6.8677917,4.2568607,Source,Cluster 5,LumB
TCGA-A2-A1G4-01A-11D-A13K-05,-8.480771,1.3051217,Source,Cluster 1,LumB
TCGA-EW-A1OZ-01A-11D-A145-05,-10.0234165,1.0196521,Source,Cluster 1,LumB
TCGA-EW-A1P0-01A-11D-A145-05,1.2819995,3.1609983,Source,Cluster 3,LumB
TCGA-BH-A1FN-01A-11D-A13K-05,8.462004,2.741808,Source,Cluster 5,LumB
TCGA-BH-A42T-01A-11D-A244-05,-9.2525625,0.8882905,Source,Cluster 1,LumB
TCGA-E2-A15K-01A-11D-A12R-05,8.211545,2.9814854,Source,Cluster 5,LumB
TCGA-E9-A1N6-01A-11D-A145-05,1.1780152,3.5085132,Source,Cluster 3,LumB
TCGA-D8-A1X5-01A-11D-A14H-05,-2.937432,4.6598597,Source,Cluster 3,LumB
TCGA-C8-A1HM-01A-12D-A138-05,-2.7228003,4.9177575,Source,Cluster 3,LumB
TCGA-D8-A1Y2-01A-11D-A161-05,8.349057,2.8859851,Source,Cluster 5,LumB
TCGA-E9-A1R7-01A-11D-A14N-05,-3.2404451,4.558585,Source,Cluster 3,LumB
TCGA-BH-A0HY-01A-11D-A10P-05,-9.751333,1.3698357,Source,Cluster 1,LumB
TCGA-AC-A7VB-01A-11D-A357-05,-10.632787,0.087706774,Source,Cluster 1,LumB
TCGA-D8-A1X7-01A-11D-A14N-05,8.42542,2.8992703,Source,Cluster 5,LumB
TCGA-BH-A1FJ-01A-11D-A13K-05,-8.464753,2.2188015,Source,Cluster 1,LumB
TCGA-E2-A9RU-01A-11D-A41Q-05,-10.816098,-0.02463387,Source,Cluster 1,LumB
TCGA-D8-A1JC-01A-11D-A13K-05,6.694013,3.5739176,Source,Cluster 5,LumB
TCGA-AO-A1KS-01A-11D-A13K-05,-4.0480437,4.116754,Source,Cluster 3,LumB
TCGA-D8-A1Y3-01A-11D-A161-05,-11.020911,-0.21132708,Source,Cluster 1,LumB
TCGA-E2-A109-01A-11D-A10N-05,-8.96636,2.3470523,Source,Cluster 1,LumB
TCGA-E9-A22E-01A-11D-A161-05,-1.9710585,5.116385,Source,Cluster 3,LumB
TCGA-E2-A10C-01A-21D-A10N-05,-0.71677184,4.5607467,Source,Cluster 3,LumB
TCGA-EW-A2FW-01A-11D-A17F-05,0.5386738,4.725525,Source,Cluster 3,LumB
TCGA-BH-A202-01A-11D-A14N-05,-3.0528235,3.1816509,Source,Cluster 3,LumB
TCGA-E9-A1RB-01A-11D-A161-05,8.080696,2.974523,Source,Cluster 5,LumB
TCGA-AR-A2LL-01A-11D-A17Z-05,-8.607781,1.8244455,Source,Cluster 1,LumB
TCGA-A2-A25C-01A-11D-A16A-05,-1.5956182,4.8595533,Source,Cluster 3,LumB
TCGA-BH-A0H0-01A-11D-A10P-05,-2.8098695,3.104157,Source,Cluster 3,LumB
TCGA-BH-A0AU-01A-11D-A12R-05,-3.9429622,3.8366554,Source,Cluster 3,LumB
TCGA-A8-A075-01A-11D-A10P-05,8.731257,2.8071234,Source,Cluster 5,LumB
TCGA-EW-A1J6-01A-11D-A13K-05,6.2074594,3.2999804,Source,Cluster 5,LumB
TCGA-LL-A7T0-01A-31D-A357-05,-9.250739,1.4478762,Source,Cluster 1,LumB
TCGA-A2-A25B-01A-11D-A16A-05,1.4371805,3.1798685,Source,Cluster 3,LumB
TCGA-BH-A204-01A-11D-A161-05,-8.486931,2.1729496,Source,Cluster 1,LumB
TCGA-BH-A209-01A-11D-A161-05,-8.648664,2.4111826,Source,Cluster 1,LumB
TCGA-A7-A2KD-01A-31D-A21R-05,6.538609,3.044906,Source,Cluster 5,LumB
TCGA-AR-A0TT-01A-31D-A10P-05,0.6421896,4.1060047,Source,Cluster 3,LumB
TCGA-A1-A0SN-01A-11D-A145-05,-9.521012,1.3970567,Source,Cluster 1,LumB
TCGA-C8-A1HN-01A-11D-A138-05,-1.3565271,5.3799624,Source,Cluster 3,LumB
TCGA-E9-A1R4-01A-21D-A14H-05,7.061388,3.7480698,Source,Cluster 5,LumB
TCGA-AR-A1AW-01A-21D-A12R-05,-4.3627973,3.5805707,Source,Cluster 3,LumB
TCGA-E9-A54X-01A-11D-A268-05,6.21013,2.6369464,Source,Cluster 5,LumB
TCGA-B6-A1KC-01B-11D-A161-05,-9.489911,0.7853185,Source,Cluster 1,LumB
TCGA-A2-A1FW-01A-11D-A13K-05,-8.731715,2.6196206,Source,Cluster 1,LumB
TCGA-AR-A24K-01A-11D-A16A-05,-3.1043856,4.4730124,Source,Cluster 3,LumB
TCGA-B6-A0RL-01A-11D-A10P-05,-11.181034,-0.3605377,Source,Cluster 1,LumB
TCGA-E9-A1NI-01A-11D-A14H-05,-4.3285236,4.702331,Source,Cluster 3,LumB
TCGA-BH-A1F2-01A-31D-A13K-05,1.4870265,3.1776881,Source,Cluster 3,LumB
TCGA-AO-A0JD-01A-11D-A10P-05,5.0884795,4.314663,Source,Cluster 5,LumB
TCGA-E9-A5UO-01A-11D-A28C-05,-8.697874,2.605527,Source,Cluster 1,LumB
TCGA-AR-A2LK-01A-11D-A17Z-05,-4.7104383,4.7022333,Source,Cluster 3,LumB
TCGA-D8-A1J9-01A-11D-A13K-05,-9.274844,2.6232932,Source,Cluster 1,LumB
TCGA-AR-A0U2-01A-11D-A10A-05,6.14027,4.155554,Source,Cluster 5,LumB
TCGA-AR-A24S-01A-11D-A16A-05,8.661197,2.7805204,Source,Cluster 5,LumB
TCGA-A2-A4S3-01A-21D-A268-05,6.5071383,2.565393,Source,Cluster 5,LumB
TCGA-C8-A26V-01A-11D-A16G-05,-8.564552,2.4309154,Source,Cluster 1,LumB
TCGA-D8-A1JD-01A-11D-A13K-05,1.0860639,3.3475218,Source,Cluster 3,LumB
TCGA-S3-AA17-01A-11D-A41Q-05,-3.1966243,4.1658163,Source,Cluster 3,LumB
TCGA-D8-A1XF-01A-11D-A14H-05,-11.206371,-0.3623595,Source,Cluster 1,LumB
TCGA-BH-A0C0-01A-21D-A10P-05,-1.308486,3.7507951,Source,Cluster 3,LumB
TCGA-E9-A226-01A-21D-A161-05,-9.0957985,2.2813437,Source,Cluster 1,LumB
TCGA-E2-A56Z-01A-12D-A29O-05,-2.5410707,5.13007,Source,Cluster 3,LumB
TCGA-E9-A1NF-01A-11D-A14H-05,-2.9188945,4.4370546,Source,Cluster 3,LumB
TCGA-A7-A13F-01A-11D-A12R-05,-8.7535515,1.3827145,Source,Cluster 1,LumB
TCGA-E9-A1NA-01A-11D-A145-05,-10.336943,0.4261802,Source,Cluster 1,LumB
TCGA-C8-A1HG-01A-11D-A138-05,8.22731,2.8080301,Source,Cluster 5,LumB
TCGA-AN-A0XR-01A-11D-A10A-05,-9.890274,0.55586183,Source,Cluster 1,LumB
TCGA-C8-A27A-01A-11D-A16A-05,0.93892455,3.7580824,Source,Cluster 3,LumB
TCGA-BH-A0HW-01A-11D-A032-05,-3.000384,5.119266,Source,Cluster 3,LumB
TCGA-A8-A081-01A-11D-A00Y-05,7.8571486,2.4306965,Source,Cluster 5,LumB
TCGA-A8-A09Z-01A-11D-A00Y-05,5.161525,4.488621,Source,Cluster 5,LumB
TCGA-A8-A06Q-01A-11D-A032-05,5.456292,4.8535085,Source,Cluster 5,LumB
TCGA-AO-A03O-01A-11D-A00Y-05,-2.5912797,3.605659,Source,Cluster 3,LumB
TCGA-AN-A0AM-01A-11D-A032-05,-2.379672,3.6634355,Source,Cluster 3,LumB
TCGA-A8-A07W-01A-11D-A00Y-05,7.842755,2.37194,Source,Cluster 5,LumB
TCGA-A8-A06O-01A-11D-A00Y-05,-10.063047,0.49271214,Source,Cluster 1,LumB
TCGA-AO-A0J3-01A-11D-A032-05,-3.9521818,3.8806622,Source,Cluster 3,LumB
TCGA-B6-A0IB-01A-11D-A032-05,6.419033,4.2167287,Source,Cluster 5,LumB
TCGA-AN-A0AJ-01A-11D-A00Y-05,-9.139202,2.1590223,Source,Cluster 1,LumB
TCGA-AO-A0J7-01A-11D-A032-05,-3.7263207,4.9446244,Source,Cluster 3,LumB
TCGA-A2-A0CW-01A-21D-A112-05,0.7899978,4.5372314,Source,Cluster 3,LumB
TCGA-BH-A0BD-01A-11D-A032-05,-1.6907797,5.2768106,Source,Cluster 3,LumB
TCGA-A8-A076-01A-21D-A00Y-05,-9.341791,2.43966,Source,Cluster 1,LumB
TCGA-A8-A095-01A-11D-A00Y-05,-4.676963,4.6174088,Source,Cluster 3,LumB
TCGA-AN-A03Y-01A-21D-A00Y-05,-8.958599,1.3945149,Source,Cluster 1,LumB
TCGA-AN-A0FF-01A-11D-A032-05,-10.468673,0.20817487,Source,Cluster 1,LumB
TCGA-A8-A084-01A-21D-A00Y-05,-10.725416,0.057524048,Source,Cluster 1,LumB
TCGA-A8-A06N-01A-11D-A00Y-05,-3.6159182,4.98753,Source,Cluster 3,LumB
TCGA-A8-A092-01A-11D-A00Y-05,6.936883,4.527819,Source,Cluster 5,LumB
TCGA-C8-A12W-01A-11D-A112-05,7.146951,3.6977806,Source,Cluster 5,LumB
TCGA-A8-A07L-01A-11D-A00Y-05,-3.4284806,4.472019,Source,Cluster 3,LumB
TCGA-E2-A15A-01A-11D-A12E-05,-1.1659591,4.42953,Source,Cluster 3,LumB
TCGA-AN-A0AK-01A-21D-A00Y-05,-1.5089686,5.0234303,Source,Cluster 3,LumB
TCGA-E2-A155-01A-11D-A12E-05,-1.5340357,5.0388513,Source,Cluster 3,LumB
TCGA-A8-A096-01A-11D-A00Y-05,5.180906,4.3406043,Source,Cluster 5,LumB
TCGA-A2-A04Y-01A-21D-A032-05,-1.136017,3.9659212,Source,Cluster 3,LumB
TCGA-A8-A08S-01A-11D-A032-05,-8.97976,1.3359555,Source,Cluster 1,LumB
TCGA-BH-A18L-01A-32D-A12E-05,6.516952,4.0611,Source,Cluster 5,LumB
TCGA-A2-A0CY-01A-12D-A032-05,8.1484165,2.551867,Source,Cluster 5,LumB
TCGA-BH-A0HU-01A-11D-A032-05,7.212276,4.50727,Source,Cluster 5,LumB
TCGA-A8-A06Z-01A-11D-A00Y-05,8.770301,2.818488,Source,Cluster 5,LumB
TCGA-A8-A09I-01A-22D-A032-05,-10.18315,0.5780818,Source,Cluster 1,LumB
TCGA-A8-A079-01A-21D-A00Y-05,-11.161347,-0.33962405,Source,Cluster 1,LumB
TCGA-BH-A0C7-01B-11D-A112-05,-3.3429945,4.668661,Source,Cluster 3,LumB
TCGA-C8-A12M-01A-11D-A112-05,-10.0674715,0.55003786,Source,Cluster 1,LumB
TCGA-C8-A130-01A-31D-A112-05,6.477815,4.132588,Source,Cluster 5,LumB
TCGA-E2-A15S-01A-11D-A112-05,-10.630453,0.15187685,Source,Cluster 1,LumB
TCGA-D8-A13Y-01A-11D-A112-05,6.3043017,4.1959147,Source,Cluster 5,LumB
TCGA-B6-A0IN-01A-11D-A032-05,-8.898866,2.6078835,Source,Cluster 1,LumB
TCGA-E2-A14O-01A-31D-A112-05,5.2517624,4.8099284,Source,Cluster 5,LumB
TCGA-A8-A06R-01A-11D-A00Y-05,7.7276855,2.3285336,Source,Cluster 5,LumB
TCGA-A2-A0EY-01A-11D-A032-05,7.1476607,3.87748,Source,Cluster 5,LumB
TCGA-A7-A0CJ-01A-21D-A00Y-05,-10.007381,0.63530916,Source,Cluster 1,LumB
TCGA-A8-A07S-01A-11D-A032-05,-2.647843,4.784765,Source,Cluster 3,LumB
TCGA-AN-A0FY-01A-11D-A032-05,8.734367,2.7522087,Source,Cluster 5,LumB
TCGA-A8-A08G-01A-11D-A00Y-05,6.743985,3.5283644,Source,Cluster 5,LumB
TCGA-A8-A09E-01A-11D-A00Y-05,-11.014141,-0.20344082,Source,Cluster 1,LumB
TCGA-A8-A09N-01A-11D-A00Y-05,-1.9174584,3.9460492,Source,Cluster 3,LumB
TCGA-A8-A09R-01A-11D-A00Y-05,-4.4814134,4.1565084,Source,Cluster 3,LumB
TCGA-A2-A0D4-01A-11D-A00Y-05,-1.2381928,4.105876,Source,Cluster 3,LumB
TCGA-AR-A0TY-01A-12D-A112-05,8.341163,2.7315567,Source,Cluster 5,LumB
TCGA-BH-A18U-01A-21D-A12E-05,-0.19424134,4.1720724,Source,Cluster 3,LumB
TCGA-A8-A08I-01A-11D-A00Y-05,6.9915833,4.519674,Source,Cluster 5,LumB
TCGA-C8-A12U-01A-11D-A112-05,-9.289073,2.3039002,Source,Cluster 1,LumB
TCGA-A8-A09M-01A-11D-A00Y-05,-1.7798856,5.3798523,Source,Cluster 3,LumB
TCGA-A8-A082-01A-11D-A00Y-05,-9.734357,1.0137229,Source,Cluster 1,LumB
TCGA-A8-A09Q-01A-11D-A00Y-05,-9.826234,1.2565776,Source,Cluster 1,LumB
TCGA-E2-A15T-01A-11D-A112-05,-4.189697,4.9367986,Source,Cluster 3,LumB
TCGA-A2-A0T3-01A-21D-A112-05,-11.114649,-0.29898486,Source,Cluster 1,LumB
TCGA-A2-A3XT-01A-11D-A230-05,7.5316505,-4.6814775,Source,Cluster 4,Basal
TCGA-AO-A124-01A-11D-A10N-05,8.19868,-5.924557,Source,Cluster 4,Basal
TCGA-A2-A3Y0-01A-11D-A23D-05,8.056412,-5.608963,Source,Cluster 4,Basal
TCGA-A7-A6VV-01A-22D-A33F-05,7.9616075,-5.037027,Source,Cluster 4,Basal
TCGA-A7-A26F-01B-04D-A22R-05,4.227902,-1.2573382,Source,Cluster 2,Basal
TCGA-EW-A1OW-01A-21D-A145-05,7.264841,-5.49738,Source,Cluster 4,Basal
TCGA-E9-A3QA-01A-61D-A22B-05,7.253581,-1.5833887,Source,Cluster 2,Basal
TCGA-A7-A4SE-01A-11D-A268-05,7.6447287,-4.7035017,Source,Cluster 4,Basal
TCGA-PL-A8LV-01A-21D-A41Q-05,6.8197927,-2.4336333,Source,Cluster 2,Basal
TCGA-E9-A5FL-01A-11D-A27Y-05,8.663156,-5.4902916,Source,Cluster 4,Basal
TCGA-EW-A1PH-01A-11D-A14N-05,8.129463,-5.9379735,Source,Cluster 4,Basal
TCGA-C8-A1HJ-01A-11D-A13K-05,6.8457775,-4.794831,Source,Cluster 4,Basal
TCGA-AR-A1AY-01A-21D-A12R-05,6.103019,-2.0192583,Source,Cluster 2,Basal
TCGA-BH-A0WA-01A-11D-A10A-05,7.0988636,-5.319806,Source,Cluster 4,Basal
TCGA-E2-A1LH-01A-11D-A14H-05,6.760288,-2.5685747,Source,Cluster 2,Basal
TCGA-E2-A1LG-01A-21D-A14N-05,8.560191,-5.7990932,Source,Cluster 4,Basal
TCGA-AO-A0JL-01A-11D-A10P-05,6.8468165,-4.2757816,Source,Cluster 4,Basal
TCGA-E9-A22G-01A-11D-A161-05,6.683299,-4.383602,Source,Cluster 4,Basal
TCGA-D8-A1XK-01A-21D-A14N-05,8.242653,-5.067699,Source,Cluster 4,Basal
TCGA-A2-A0YM-01A-11D-A10A-05,7.2973065,-4.3721633,Source,Cluster 4,Basal
TCGA-OL-A66I-01A-21D-A29O-05,5.440279,-1.4896209,Source,Cluster 2,Basal
TCGA-E2-A1LK-01A-21D-A14H-05,6.2671137,-2.7072778,Source,Cluster 2,Basal
TCGA-AC-A2QH-01B-04D-A22R-05,8.190046,-5.0161753,Source,Cluster 4,Basal
TCGA-S3-AA10-01A-21D-A41Q-05,8.056042,-4.646919,Source,Cluster 4,Basal
TCGA-BH-A1F0-01A-11D-A138-05,7.228834,-1.6526262,Source,Cluster 2,Basal
TCGA-A2-A4RX-01A-11D-A268-05,6.8379984,-2.3851926,Source,Cluster 2,Basal
TCGA-A7-A13E-01A-11D-A12R-05,6.7280254,-4.1841245,Source,Cluster 4,Basal
TCGA-B6-A400-01A-11D-A23D-05,7.2811375,-5.3460884,Source,Cluster 4,Basal
TCGA-OL-A5RW-01A-11D-A28C-05,7.3008246,-4.7649617,Source,Cluster 4,Basal
TCGA-AR-A0TP-01A-11D-A10P-05,6.695074,-4.2427473,Source,Cluster 4,Basal
